match_id,season,round_label,round_number,date,team,opposition_team,player_id,full_name,player_key,jersey_number,raw_position,display_position,is_starting,source_url
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Hope,hope,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Shields,shields,,L2R,L2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Hutchings,hutchings,,R2R,R2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Lagar,lagar,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Bullock,bullock,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Hellewell,hellewell,,B,L2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025004,2025,Round 1,1,2025-02-15,Salford,St Helens,,Chan,chan,,B,L2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Jowitt,jowitt,,FB,FB,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Russell,russell,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Pratt,pratt,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Hall,hall,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Johnstone,johnstone,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Trueman,trueman,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Lino,lino,,HLF,HLF,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,McMeeken,mcmeeken,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Hood,hood,,HK,HK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Uele,uele,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Storton,storton,,L2R,L2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Croft,croft,,R2R,R2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Pitts,pitts,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Russell,russell,,B,RW,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Doyle,doyle,,B,HK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Vagana,vagana,,B,R2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Wakefield Trinity,Leeds,,Faatili,faatili,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Connor,connor,,FB,FB,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Lumb,lumb,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Handley,handley,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Newman,newman,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Hall,hall,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025005,2025,Round 1,1,2025-02-15,Leeds,Wakefield Trinity,,Croft,croft,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
